sentence,학습용 분류,저희 개수
"따라다녔는데, 그 맨앞에 성두가 있었다. 그는 일단의 아이들을 이끌고, 저희 아버지를 따라다녔다. 흥분과 자랑스러움으로 하여 얼굴이 새빨개져 있었다. 칠우도",0.0,1
요 근처 어디 가서 얘기하죠.' 이화는 걸으면서 물었다. `그런데 저희 집 어떻게 아시고 찾아오셨어요? `...석기한테 보내신 편지를 보고 알았습니다.',1.0,1
이처럼도 저희들 두 사람이 서로 사모하고 이해하건만 환경이 그것을 도와주지 않는,1.0,1
"자연스레 입을 연다. ""귀한 손님을 초청해놓고 대접이 소홀해서 죄송합니다. 저희 인민들이 사는 모습을 있는 그대로 보여드리고 싶었습니다. 혹 부족한",1.0,1
"있었다. ""저것들이 왜 저리누."" 하기도 하고, ""김덕령은 성우계의 제자니 저희 편 사람인데 웬 일일까."" 하고 눈을 위둥그렇게 떠보기도 하고,",1.0,1
"""｢스태미너｣가 증가되었다""가 89%, ""체중 감소""가 60% 이상인 것으로 나타났읍니다. 저희 ｢클럽｣의 경우 통계치도 이와 비슷한 양상입니다. 그런 것보다도 오늘",1.0,1
"해야 했습니다. ""대감님, 대단히 고맙기는 합니다만 이제_ 집으로 돌아가서 저희 일을 해야 합니다."" ""응, 그렇지. 그렇다면 나도_ 더 이상",1.0,1
죽는 것도 식민지 청년의 삶의 완성이다. 그랬어요. 그랬는데 어느날 저희 노부모님이 접견 마치고 돌아나가는 뒷모습을 제가 보게 되었어요. 순간,1.0,1
저희들끼리 저리로 가며 떠든다.,0.0,1
안 좋아져 명퇴다 뭐다 시끌벅적 할 때 말단 공무원이신 저희 아버지에게도 힘든 시기가 닥쳐왔습니다. 정년 퇴직 시기도 앞당겨지고 월급도,1.0,1
"「아! 칠성이네! 어디로 도망을 갔다더니?」 순이는 반가왔다. 그렇지 않아도 저희 때문에 칠성이가 죄를 짓고 도망을 갔대서 미안히 여기던 판이었는데,",0.0,1
"죽여라. 오냐, 너 죽고 나 죽자 오합지졸인 반군의 무리들은 저희 지휘관이 어디 있는지 형세가 어떻게 돌아가는지도 모르고 다만 끓는",0.0,1
"많으십니다."" ""오냐, 너희 감영은 아직 멀었느냐? "" ""해운정이 바로 저희 송별하는 곳입니다. 우름내서 성내까지가 삼십 리 되겠습니다."" ""안전(案前)께서도 무고하신가?",1.0,1
"나가는 것입니다._ 그러자면 외국어를 배워야 한다고 아버지께서 말씀하셨습니다. 그래서 저희 집 식구들은 매일 저녁 외국어를 조금씩 공부하고 있습니다."" 이번에는",1.0,1
"의자를 가리켰다. ""우선 거기 좀 앉으십시오. 저도 실은 불자입니다. 저희 어머니는 지금 관음사에 계시지요. 물론 그 절의 화주 보살로",1.0,1
뭐가 그렇게 중요하냐고 하실지 모르지만 저 아이의 단순한 놀이에도 저희 공동체 정신이 배어 있습니다. 우리 몸이 생겨날 때 몸통이,1.0,1
전혀 먹지 않는다면 - 저 같은 경우는 육식을 안합니다. 저희 가족 모두도요 - 그럴 경우 전체 식량소비는 엄청나게 줄어듭니다.,1.0,1
"눈에 확연히 들어오질 않습니다."" ""그러나 곧 보이게 될 것입니다. 저희 같은 승려는 어떻게 그런 병겁을 막아내야 할지 걱정입니다."" ""그래서",1.0,1
"싶어서 어찌 살꼬. 어쩌면 그렇게도_ 갑자기 돌아가셨어요? 며칠 전에 저희 집에 오셨을 땐 그렇게도_ 정정하셨는데, 아이고 아이고 불쌍해라. 아버님이",1.0,1
"제가 보기엔 오선생님만한 대리인도 없을 것 같고, 또 기자라면 저희 쪽에서도 아는 사람이 많으니까요. 대책에 관해서 오선생님하고 아까 대충",1.0,1
"쥐어드렸다. 어머님이 한사코 마다하시기에 나는 얼른 말을 이었다. “어머님, 저희 사는 모습보고 속상하셨죠? 그러나 어머님이 건강하게 계시는 한은 제게",1.0,1
우리들을 속여서 불러 들여다가 적병의 손에 어육이 되게 하고는 저희만 살겠다고 달아나? 이놈 간신놈들 나서라! 네놈들의 모가지가 붙어 있는,0.0,1
"""그렇습니다. 감동적인 인간의 참모습이 이 책속에 들어 있습니다.""_ ""이번 저희 0 0 출판사 에서는 우리 나라의 아동 문학 전집을",1.0,1
한참이나 진정을 하고 나서는 저희들 깐에도 동무들을 내쫓고 공부를 하게 된 것이 미안쩍은 듯이,0.0,1
"이편의 눈치도 보여 주고 해서, 이번에 서울로 올라가거든 계봉이와 저희끼리 그 소위 연애라든지 사랑이라든지 하는 것을 분명히 어울리도록 어쨌든",0.0,1
"견뎌냅니다."" 명운은 진심으로 존중하는 태도로 고개를 끄덕였다. ""고생이 많으십니다. 저희 잡지에서도 최대한 도와 드리겠습니다. 이 자료들을 한 부씩 얻을",1.0,1
"저야 뭐 어린 탓으로 어르신들을 알아뵐 수가 없습니다만, 돌아가신 저희 아버님을 생각하셔서, 에, 앞으로 잘 보살펴주시고 배려해주시기를 부탁드릴랍니다. 그러믄,",1.0,1
"소리 지르자 주인 아주머니가 왜 그러냐고 물었다. ""저 자식이...... 저희 나라가 뭐야? 우리 나라가 제놈 혼자 거란 말야?"" ""왜?",0.0,1
"두 아들은......"" 굥영이_ 대사를 읽는 듯한 어조로 소리쳤다. 교영은 저희 학교에서 연극반장을_ 하고 있어서 가끔 연극 흉내를 내는 버릇이",1.0,1
간절하게 바랐던 예수는 '마음이 가난한 자는 복이 있나니 천국이 저희 것'이라고 가르쳐 주었다. 부유하고 그리스도에게서 멀어지기보다는 가난하여 그리스도와 더불어,0.0,1
"이쪽은 김진구형사고요... 잠시 말씀 좀 나눌 수 있겠습니까?"" ""네? 저희 학교 학생들이 무슨 문제라도...?"" 대개 학생들이 문제를 일으키면 학교",1.0,1
끝내는 그 그림을 그릴 수 있었지만. 그래서 남희씨 역시 저희 이모의 이야기를 남희씨와 동일하게 여겨 비밀로 해 주었으면 해요.”,1.0,1
술책이었음은 말할 것도 없다. ｢그렇다면 그림을 찢어 버려야 해. 저희 나라를 이기라고 비는 것인데 그냥 둘 수 있겠어 …｣,0.0,1
내가 이런 얘길 한사코 일찍 꺼내는 이유가 있습니다. 지금 저희 가정에는 이상한 회오리바람이 불고 있습니다. 몇 달 전 제,1.0,1
여장부셨습니다. 저한테는 정말 잘해주셨습니다. 가난해서 도시를 떠돌아다니며 살아야 했던 저희 가족이 붙박아 살 수 있었던 것도 모두 어머님의 도움,1.0,1
"능력이 될 지 몰라서... 자신이 없는 데요."" ""어차피 주희경씨는 저희 입장에서 보면 과분한 인재예요. 한 번 동의해 보세요."" ""예,",1.0,1
"사알살 뒤 밟다 조선말 하는 거 붙잡아다 두들겨 주기. 저희 학교루 와서두 연성 일본말루다 지껄이구, 머, 여간만 건방진 거",1.0,1
모르지만 도울 수만 있으면 돕겠오. 그래 구체적으로 무엇이오?｣ ｢오늘밤 저희 군의소는 남으로 이동합니다. 아무리 후방군의소라고는 하지만 전선과 너무 떨어져,1.0,1
"한 개 넣고, 손잡이를 잡으면서 속으로 내기를 걸었다. [우리 저희 누님은 의나이의 간절한 사랑을 하룻밤만이라도 받아줄까, 그냥 시궁창에 쑤셔",1.0,1
"자거라 하며 하도 박대하여 그 죄값으로 그랬다.” “아버지, 그래도 저희 삼형제를 본들 그럴 수가 있읍니까?” “오냐, 그러면 느그 어미",1.0,1
여기도록 영미 형제는 옹졸한 애들도 아니다. 아마 아버지 돈이지 저희 돈이 아닌 때문이었을 것이다. 돈이 없으니 명준은 돈을 모른다.,0.0,1
나를 두들겨 패지 못했다. 왜냐하면 나를 건드린 놈은 지위고하간에......그렇다. 저희 아버지가 어떻고 집안이 어떻고 형제들이 여차저차하고간에 형으로부터 실켯 두들겨,0.0,1
"들어 있따고 불을 지르고 야단이냐, 응 ?""_ ""......기동이가 전에 저희 엄마가 사다 준 구슬을 여기 넣어 두고_ 꺼내지 못해서......""",0.0,1
"여태 작업 한번 나오던가.' 적이 못마땅해하였다. `놔두시요. 안 짜면 저희 손해제 우리 손해랍디여.' 태봉이가 말하자 은님이가 옆에 있다가, `그사람",0.0,1
답안지를 훔쳐갔을까?' 엘리베이터의 문이 열려 윤호는 말하지 않았다. 은희가 저희 차를 향해 걸어갈 때 윤호는 말했다. '우주인은...' 은희가 섰다.,0.0,1
속의 연가 / 모델.영화배우.작가라는 다양한 직업을 갖고 있는 성 저희 씨의 장편소설. 평범하지 않은 사랑을 그리고 있다. 경운. 6천원.,1.0,1
격려하며 오늘까지 버텨온 동료들을 무슨 낯으로 쳐다볼 수 있겠습니까. 저희 비상대책위는 절대 다수 조합원들의 뜻을 받들어 지금 이 순간부터,1.0,1
설득 당한다는 거 모두가 그래요. 사이가 나빠질 수밖에 없었죠. 저희 부모님께서 왜 일본으로 이주를 하셨는 지 저는 모릅니다. 전,1.0,1
"참가비가 너무 과중하다는 의견이셨는데, 구선생님도 같은 의견이시겠죠? 그런데 이건 저희 사정입니다만 전국적으로 실시되는 이 대회의 참가비를 어떤 학교는 80원이고",1.0,1
"웃음을 한 번 더 보탠다. ｢할머니, 건강하게 오래오래 사세요. 저희 손자 장가드는 구경도 꼭 하세요.｣하고 맏손자가 또한 응석을 부리면",1.0,1
"하셨어요."" ""그러시던_ 아버님이시니 얼마나 슬프시겠소?"" ""아니 그것뿐이 아니어요. 아버님이_ 저희 집을 나서서 고개를 넘어가시는 걸 보고, 얼른 들어와서 저는_",1.0,1
길을 버리시고 불우한 아이들을 위해 헌신해 오신 삶의 역정을 저희 잡지 독자인 수많은 미래의 주부들을 위해 집필해 주시기 바랍니다.,1.0,1
건승을 기원합니다. 鄭相玉 막중한 국사를 다루시는 경제 기획원 장관님께 저희 서민생활의 일단과 소망을 말씀 드리게 된 것을 기뻐해 마지,1.0,1
데다가 일반 서민층의 지지를 받지 못했던 점을 참작 보완하여 저희 회사 기획 개발실에서 다년간 해외 선진 각국의 보험 제도와,1.0,1
도대체가 백성들의 삶의 이로움과 해로움에는 애초 관심도 없어서 드디어는 저희 끼리의 다툼에 그치는 게요. 그러니 중생의 뜻에 합당한 나라의,0.0,1
"달려 내려와 포교의 소매를 잡으며 울부짖었다. ""나으리, 왜 이러십니까. 저희 주인이 무슨 죄를 지었기로 잡아가셔요."" ""무슨 죄를 지었는지는 거기",1.0,1
나직하게 수근거렸다. 저는 어렸을 때 부모를 따라 이민온 1.5세대입니다. 저희 젊은 세대는 부모세대와 생각하는 것이 많이 다릅니다. 제가 의원님께,1.0,1
다 취해오는 이른바 제국주의 군국주의 식민주의 신식민주의 패권주의 나라들이 저희 나라의 높고 넓은 문화수준에 감복하여 감히 딴 마음을 먹지,1.0,1
"더욱이 그 집을 손가락질하며 저희끼리 무엇이라 이야기하는 것으로 보아서, 순포들은 그 집을 감시하고 있는",0.0,1
"조심스럽게 입을 열었다. ""그게 아니고...... 이 두 사람, 어젯밤 저희 집에서 묵은 손님들하고 비슷하게 생겨서 그렇습니다. 저는 요 위에서",1.0,1
"누날 보시더니 갑자기 말을 더듬거리기 시작하셨습니다. ""누나하고 같이 왔어요. 저희 큰누나예요."" ""누나! 인사 드려! 우리 선생님이셔!"" ""아, 안녕하세요?"" 문천이",1.0,1
"볼까 해서 왔다니까 흥, 하고 콧등으로 한번 웃더니 응 저희끼리 붙어먹는 그거 말씀이유, 이렇게 비웃으며 내 허구리를 쿡 찌르고",0.0,1
제자라면.....만약 이걸 지나가 알기라도 한다면.....나는 어떻게 되겠습니까. 그럼 이제부터는 저희 둘이서 비밀리에 지나를 위해 일합시다. 지나를 기쁘게 해드리는 겁니다.,1.0,1
"잊고 있었다. 초원의 벗이여, 벗이여. 오늘 그대 곁에 가겠나이다. 저희 부부의 방문을 위하여 뜰이라도 쓸어주십시요. 뜰 쓸기를 잊어도 바람이",1.0,1
"딸 키우는 재미라면서요?"" ""어려서는 재미도 있고 그러더니 커가면서 점점 저희 엄마를 닮아 가는게 영…"" ""대신 주부노릇까지 하자면 잔소리 안",0.0,1
계봉이는 승재가 저희 집에 그대로 끄먹끄먹 앉아 있지 않게 된 것이 좋기도,0.0,1
이도종의 하인들은 어물쩍 물러설 채비를 했다. 그러나 장문일의 하인들은 저희 상전의 권세를 믿는지 다짜고짜 이도종의 하인들을 두들겨 팼다. 이도종의,0.0,1
있는 쪽을 훔쳐보듯 돌아보고 번하게 밝아오는 동쪽의 여명을 쳐다보며 저희 집으로 돌아간다. 이제 아침을 먹고 수철리로 나무를 갈 것이다.,0.0,1
그리고는 저희들끼리도 불 끄고 잘 때에는 P 부인의 흉내를 내오라고 이러한,0.0,1
남의 집 드난살이나 행랑사람들이란 개개 저희끼리 모여 서서 잡담과 주인네 흉아작을 하는 걸로 낙을 삼고,0.0,1
"건 보이지 않니?"" 코뿔소가 큰_ 눈을 껌벅이며 물었어요. ""물론이조. 저희 같은 작은 짐승들만이 사는_ 평화로운 곳이랍니다."" 토끼가 대답했어요. 그러자",1.0,1
그러나 소문만 그랬지 장쇠를 보았다는 사람은 하나도 없다. 혹은 저희 집으로 들어가는 것을 보았다기도 하고 혹은 그런 것이 아니라,0.0,1
광고회사가 광고주 편만 들지말고 소비자 입장도 배려하겠다는 것입니다. 그래서 저희 회사 임직원들도 직접 광고주의 생산현장이나 공장에 보내 잠을 자면서,1.0,1
이 회합은 토론회가 아니니 자중해 주시요. 질문이 있거든 후각 저희들의 숙소를 찾아 주시요.」,1.0,1
"하인의 목소리가 들리더니, 이윽고 대문이 열렸읍니다. ""아, 나으리께서 오셨군요. 저희 나으리께선 아직 퇴궐하지 않으셨는데요."" ""알고 있다."" 오성은 자기 집",1.0,1
"뵙고 겸사겸사죠. "" ""저 정혜씨네 집에 가봤어요?"" ""신당동집 말이죠? 저희 집과 한동네여서 벽장속까지 환해요. 그러면 결혼은 언제 하실 건가요?",1.0,1
틈을 타서 이방과 호방들은 동헌에 두었던 인신이며 병부를 집어다 저희 마음대로 사용하는 것이다. 이런 일은 관아의 아전들이 잘못을 저지르고,0.0,1
가졌다. 재물의 분배가 끝나자 그들은 짐을 지고 일어섰다. 큰쇠가 저희 짐을 가장 팔팔하게 걷는 자에게 지우고 뒤따라가면서 건성으로 외쳤다.,0.0,1
보죠?” 순철이는 신문에서 얼굴을 들고 안방을 들여다본다. 신문은 값도 저희 맘대로 정해서 강제로 읽히는 것이었다. “음! 하지만 그깐놈의 수작을,0.0,1
줄씩 붙어서 걷고 있는 인민군 병사들이었다. 그들은 미군이 조금만 저희 덩어리에서 벗어나도 총대를 휘둘렀고 두어 발짝만 뒤져도 발길질을 해댔다.,0.0,1
옷도 저희들 생김새와 잘 얼린다.,0.0,1
않는 눈치였다. “글쎄요. 그게 그렇지를 않아요. 사실은 그 환자가 저희 병원을 찾아들게 된 것도 전혀 정상적인 경위에서가 아니었거든요 …….”,1.0,1
"수가 있겠느냐고 반물하지요."" ""그렇게 남들한테 말씀하실 수 있으니까 다행이군요. 저희 가족들은 그런 말도 입에 올리고 싶지 않고 올릴 수도",1.0,1
엄마.' '옷이 튿어지면 이 옷핀으로 꿰매야 돼.' '그 옷핀이 저희 근로자들을 울리고 있어요.' '아빠보고 난장이라는 아인 이걸로 찔러 버려야지.',1.0,1
것 중 하나지요. 저는 장교님들은 대단히 높은 분들이기 때문에 저희 장정들을 귀엽게 생각하고 장정들의 사정을 애정어린 마음으로 헤아려 주신다는,1.0,1
마침 밖에는 아무도 없고 점순이만 저희 울안에서 헌옷을 뜯는지 혹은 솜을 터는지 웅크리고 앉아서 일을,0.0,1
"""그뿐인가요. 제철을 만난 맹꽁이란 놈들이 뛰어들어서 저희끼리나 글을 읽겠다구 '맹자 왈 공자 왈' 해가며 한바탕 복습을",0.0,1
"전에 이용원이 또 하나 있거든요. 하지만 한번 와본 손님은 저희 이용원이 깨끗하고 분위기도 좋다고 하면서 다시 찾아주십니다."" ""호텔측에서도 손님들에게",1.0,1
게 있어. 짖난 봄 초파일 불사 때 절에 왔다가 저희 엄마를 잃고 우리 이_ 나무 아래에서 저물 때까지 혼자,0.0,1
아이들이 또 질급을 해서 그러나 소리는 내지 않고 나와 저희 엄마에게 조여들었다. 두 녀석은 그런 아이들을 보고 해해 웃었다.,0.0,1
내일 있을 순서를 말하면서 많이 와 달라고 부탁했다. ｢장시간 저희 쇼를 관람해 주신 여러분께 심심한 감사를 드립니다. 아울러 내일,1.0,1
또 내인생을 내 마음대로 꾸려보고 싶어] [저는 이해가 안갑니다 저희 부모들처럼 경제력이 없는 경우라면 몰라도 누님ㄱ 타은 경우는 뭐든지,1.0,1
"쳐다보고 있는 눈길을 의식하고 한 여자가 빙긋이 웃어주었다. “괜히, 저희 때문에 잠을 깨셨나봐요.” “아니, 괜찮아요. 이제 다 잤어요.” 여자들은",1.0,1
『무척 쓸쓸해 보이셔. 저희들 세 사람 중에서 선생님이 제일 고독해 보이셔. 웬 일일까요?』,1.0,1
"꽤 착실한 부농인 듯하고, 그 시누이가 워낙 수더분한 분이라서 저희 집에서는 떠다밀다시피 결혼을 시켰어요. 제 직장 때문에 전철 속에서",1.0,1
"""신부님도 정치에 관심이 많으신가 보죠?"" ""그럴수밖에요...어떤 사람들은 정교분리를 주장하지만 저희 사제들입장에서는 그럴 수가 없습니다."" 요한 신부의 이야기를 들은 영호는",1.0,1
눈이 더 자꾸만 내려서…… 이대로 이렇게 앉아 있는 이대로의 저희들을 덮어 죽었으면……』,1.0,1
있었다. '대영빌딩올습니다.' '대영빌딩? 아니 목사장 빌딩 말인가?' '글쎄올습니다. 하여튼 저희 사장님 존함은 목경신 사장올습니다. 잘 아시는 사이인가요?' '잘 아다마다!,1.0,1
"갔는가. 접대부들과 나만이 여자였다. [어머머, 의사 선상님이 어쩐 일이세요. 저희 집에 다 오시고, 이리로 오세요. 선상님. 자,여기에 앉아세요.] 우리는",1.0,1
향도(嚮導) 겸 선봉장(先鋒將)을 내놔라 했는데 이것은 물론 신라군으로 하여금 저희들 군사의 방패 삼아 앞장을 세웠다가 이 기면 좋고 패하면,1.0,1
문항에 대해서는 진술하지 않을 권리가 손님들에게는 있는 것입니다. 그런데도 저희 부하 직원들은 모든 난을 다 채워야만 된다고 생각하고 있습니다.,1.0,1
같이 작품을 쓰고 있을 때 문제가 되는 거지요. 朱: 저희 세대에도 지나친 실험음악은 저항을 받고 재고되는 것 같읍니다. 30,1.0,1
"음악이 끝나고 사회자가 마이크를 잡는다. ""화끈한 쇼! 오늘 하루도 저희 업소를 찾아 주신 여러분께 깊은 감사를 드립니다. 여러분의 성원에",1.0,1
"몇 동강에 내어서 북에서는 저 옛날 역원 터이던 석교리에 저희 군청을 새로 지었고 우리는 우리대로 지포리, 화지리에서 저마다 새",0.0,1
아사가오(나팔꽃)는 매준 줄을 타고 저희끼리 겨룸이나 하는 듯이 고불고불 기어 올라간다.,0.0,1
따르라. 굶주리고 억압받을 때 주 예수를 믿으면 천국은 자연히 저희 것이요……공짜로 성경책을 나눠주고 복음을 전하러온 동네를 샅샅이 뒤지고 다니는,0.0,1
김발을 많이 막앗는지 아시요? 형님은 아직 모르고 계셨지요? 사실은 저희 고모 두순이한테서 돈을 가져온 모양입디다. 아저씨가 돌아가시기 전에 두순이보고,0.0,1
"""늙은 사람이 저희 같은 아이를 보고 하소할 것 무엇있나?""",0.0,1
"좀더 많은 대화를 하면서 친근감을 가지는 수밖에 없었다. ""저어, 저희 학교 나오셨어요?"" 나는 인사할 때 주현이 선후배 사이라는 말을",1.0,1
"구해야 하며, 요행히 불행이 닥치지 않는다면 지구로 돌아가면 그만인것입니다. 저희 일본에서는 이런 방법을 제안합니다. 코로니 자체를 우주선으로 만드는 것입니다.""",1.0,1
"주머니에서 빵 한 조각을 뜯어 입 안에 넣었다. '아저씨, 저희 일 좀 해 주세요.' 신애가 말했다. 난장이는 입은 다문",1.0,1
대해서 길게 얘기를 했다. 아마 그 동안에 내 처는 저희 어머니와 함께 그간 전화로는 미처 하지 못했던 얘기들을 나누고,0.0,1
사모님을 일부러 제집으로 모신 거야요. 후일에 이르러 실망이 없으시도록 저희들의 생활을 미리 알아 두십사고……』,1.0,1
『뭐예요? 저희들은 밖에 나가서 이 바람 저 바람 다 피면서 아내들이,0.0,1
아닙니다. 그 시악시는 분명이 서울에 왔고 저의 집에 있었읍니다. 저희 집에 머물러 있으면서 서방님 소식을 기다렸던 것입니다. 아직도 그런,1.0,1
보았으나 그럭저럭 수삼 일이 지낸 뒤이 니 장군님 일행이야 저희가 어디 가서 구경인들 할 노릇이리까?,1.0,1
"아마 신식 혼인이니까 신 랑이 옷을 벗기지는 않을 터이지, 저희들이 옷을 훌훌 벗고 이불 속으로 쑥 들어가나?",0.0,1
"연실이의 실력이 발견된 탓도 있겠지만, 연실이가 알아들을 만한 이야기도 저희들끼리만 토론하였지, 연실이에게 향하는 일이 줄어갔다.",0.0,1
이모한테 들은 적은 있지만 시를 쓰셨다는 말은 못 들었어요. 저희 어머니가 시도 쓰셨나요? 나는 미려의 말을 듣고 나서야 한은옥이,1.0,1
줄 알았다. 그러나 명희는 더 이상 관심을 보이지 않고 저희 패와 어울리러 갔다. 어느 날 학교에서 돌아오는 길이었다. 유나는,0.0,1
들었다. 그리고 머리 위에서는 다른 놈들이 전나무에서 내려와 까악거리며 저희 가족을 기어이 구하려는 듯이 낮추 떠돌며 덤볐다. 그는 슬그머니,0.0,1
"공부 자리에서 을유 년 해방이며, 6,25를 봤읍니다. 또 저나 저희 선재들은 수를 놓아서 일국의 흥망성쇠쯤은 다 알고 지냈었지요. 틀림없습니다.",1.0,1
주어야 하지 않겠느냐. 부처님 역시 작고 연약한 나라의 공자이시더니 저희 사람끼리 차별하여 부르고 언구르고 빼앗고 밟는 짓들을 어찌 용납할,0.0,1
"사는거지요."" ""아이구, 무슨 말씀이십니까? 선생님은 오래오래 사셔야 합니다. 두고두고 저희 후학들의 기둥이 되어 주셔야지요."" 김 교장은 두 손을 홰홰",1.0,1
좋질 않아서 더이상 정규 운행을 할 수가 없게 됐답니다. 저희 회사 차를 믿지 마시고 각자 다른 방도를 차려 수단껏,1.0,1
"드렸대요."" ""저런! 몹시_ 편찮으신 거로군. 혼자서 모시고 올라왔어?"" ""아녜요. 저희 아버지도_ 한양(함께) 올라 오셨어요."" ""그래? 걱정되시겠네. 그보다도... 저녁 안_",1.0,1
합니다. 살고 싶은 생각은 하나도 나지 않고 눈물마저 메말라버린 저희 주부들은 점점 체념 상태에 빠져드는 것 같습니다. 나중에 자식들이,1.0,1
"듯 꼴랴를 다시 쏘아보았다. ""당국의 우려를 충분히 이해합니다. 그러나 저희 심사위원들은 노래의 우열과 함께 정치적, 사회적 영향까지 고려에 넣어",1.0,1
"『자아, 이번에는 부인께서 저희들을 좀 찍어 주시요.』",1.0,1
"듣던 경호가 준구를 돌아보았다. “준구씨, 오늘 이렇게 대접을 받으면서도 저희 얘기만 해서 미안합니다.” 나락 가마니처럼 기둥옆에 우두커니 앉아서 숨을",1.0,1
"""장군님, 저희들을 버리고 가시면 어떡하십니까?",1.0,1
"죽었고, 검계에서는 그 총각 한 명이었지?' '형조의 관문 밖에서 저희 누이가 목을 매어 자진했지요' 이경순은 박 거사의 말을 들으며",0.0,1
오늘 내 딸자식이 저희 선생님에게 들었다고 하는데 어린 것이 무엇이라 떠드는지 알 수가,0.0,1
모른다. 여기다가 부산과 동래에 까맣게 주둔하고 있는 왜적의 육전대들은 저희 편 수군이 연전 연패하는 소식을 듣고 큰 군사를 움직여,0.0,1
"실을 달라고 했다. ""객실 위치가지 정확히 아시는 걸 보니 저희 호텔에 묵으신 적이 있으시군요."" ""네, 4년 전에 이곳으로 신혼여행을",1.0,1
"우리 나라 법이 그렇게 만만한 줄 아나?"" ""왜 이자리에선 저희 나라라고 하지 않으시죠?"" 유박사가 잠시 멈칫했다. 그러나 이내 말문을",1.0,1
쫓는 짓 따위는 하지 않았다. 한쪽 날개를 끌듯이 헐레벌떡 저희 집 마당으로 내빼는 패자를 바라보며 장군은 기세좋게 깃을 쳐,0.0,1
바랍니다. 살아 계신 분들은 제가 없어도 능히 견딜수 있지만 저희 세 사람은 함께 있지 않고는 한시도 살아갈수 없기 때문입니다.,1.0,1
오직 강변 포수들이 저희들끼리 싸워 많은 적병을 죽이고는 하나 아니 남고 다 전사하였다.,0.0,1
원 정도는 내놓을 작정이 있어야 합니다. 그럼 며칠 내로 저희 애들을 보내겠습니다. 준비한 봉투를 건넬 새도 없이 이과장은 휑하니,1.0,1
"불가능했읍니다. 제가 여길 찾아온 용건은 귀사측에 사고의 경위를 설명드리고, 저희 작전 부대를 대신해서 이 불상사에 대한 유감의 뜻을......"" 그때였다.",1.0,1
이름도 제노비아로 쓰는 둥. 제 어민 법명 일보원 씨가 저희 교당 낙성 봉불식에 교부(조계종의 주지격) 선생의 축사 부탁이 계셨다기에,1.0,1
"큰절을 했다. 스님들 사이에서도 광제는 이름이 높은 모양이었다. ""스님께서 저희 절에 한번 들러주시기를 고대하였습니다. 이틀 전에 지도 그리는 이가",1.0,1
"그는 주머니에서 빵 한 조각을 뜯어 입안에 넣었다. ｢아저씨, 저희 일 좀 해 주세요.｣ 신애가 말했다. 난장이는 입을 다문",1.0,1
지금 옷과 양식을 하사해 주셔서 본국으로 돌아가게 되었습니다. 그러나 저희 나라에 서 우리가 해적 만난 일을 믿지 않을까 두렵습니다.,1.0,1
사마리아인으로 기억되고 있듯이 아내도 아버지를 그렇게만 기억하고 잇었다. 아버님 저희 집으로 가시지요. 아내는 결혼을 앞두고 마산에 같이 내려가 그,1.0,1
온갖 얘기를 다 한다. 일기에도 다 쓰고. 그들은 독서와 저희 나름의 사색 끝에 인생에 대한 토론도 가끔 한다. 아빠,1.0,1
"눈으로 총각을 바라보았다. ""제가 죽더라도 한 평생 고생만 하신 저희 어머님을 꼭 살게 하고 싶습니다."" 총각은 말을 하며 눈물을",1.0,1
수부에서 관람료의 반을 돌려드리기로 됐읍니다. 대단히 죄송합니다. 앞으로도 쭈욱 저희 국민무대를 사랑해주시였으면 감사하겠읍니다. 안녕히 가십시요. 사람들은 하나 둘 밖으로,1.0,1
『저희들의 갈 길은 두 길 밖에 없다고 저는 생각하고 왔어요.,1.0,1
“우리를 살려줍시사. 산신께서 거들어주지 않으면 저희는 죽을 밖에 꼼짝 수 없읍니다유.”,1.0,1
"남명도 이 철 세석에서 ""두류산""귀를 득상했음이 아닐까? 운시(運屍)차로 갔던 저희 숙부가 가장되었던 조카의 주검을 파서 돌고랑물에 씻어 놓고, 바라보는",1.0,1
"여행용 가방 같은 게 들려져 있었습니까?"" ""네, 해외여행용 가방이었습니다. 저희 호텔 종업원이 바퀴가 달린 가방을 602호실까지 운반해드렸던 걸로 기억합니다.""",1.0,1
"버신 것 같아요. 버스 정거장 앞에 있는 오층 빌딩도 저희 건물이에요. 모두 임대를 하고 있습니다."" ""음, 그렇군!"" ""어머나, 정말",1.0,1
성난 불꽃 1 창윤이는 외삼촌 정 세롱이의 도움을 받으면서 저희 밭에서 아버지와 함께 밭갈이를 하고 있었다. 흐리터분한 봄 하늘이었다.,0.0,1
"얼굴을 떠올렸다. 고등학교에 꼭 가고 싶어하는 걸, 공장에 보내겠다고 저희 어머니가 말렸다는 애기까지 들었던 태운이었다. “궁금하믄 우리집에 가서 또",0.0,1
"기어나오고 있는 중이었다. ""안녕하십니까."" ""거 누구시더라……"" ""그 왜 일전에 저희 신문사로 찾아오신 일이 있잖습니까. 저한테 전화를 주신 일도 있구요.""",1.0,1
이 처녀애들은 보통 때에 보면 그렇게도 얌전하고 수줍은 듯하나 저희끼리 모여 앉으면 아주 딴사람처럼 명랑하고 쾌 활하였다.,0.0,1
괜찮아. 누구든지 뻐기구 싶은 놈이 뻐기면 되는 거야. 헌데 저희 맘에 안 들면 모조리 죽여버리니까....마구 죽여버리는 것이 좋은 일이구,0.0,1
